Time (sec),Calculated Load (g/rev),CL Fuel Target (AFR),Comm Fuel Final (AFR),CVT Temp (F),Dyn. Adv. Mult (DAM),Feedback Knock (�),Fine Knock Learn (�),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (Gear),Intake Temp Manifold (F),MAF Corr. (g/s),Boost (psi),Oil Temp (F),Req. Torque (Nm),TD Boost Error (psi),TGV Map Ratio (mult),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),Accel. Position (%),Baro. Pressure (psi),Coolant Temp (F),Ignition Timing (�),Inj. Duty Cycle (%),Intake Temp (F),MAF Volt. (V),RPM (RPM),Throttle Pos. (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.0-19504][2016 USDM WRX CVT][Reflash: Stage1 91 v301.ptm - Realtime: Stage1 91 v301.ptm]
3.031,0.18,14.66,14.93,118,0.438,0.00,0.00,590,610,5,52,8.93,-10.11,176,21.60,-0.01,1.000,1.56,17.19,15.09,7.5,14.50,181,29.50,1.21,37,1.44,2838,10.2,5.49,0
3.058,0.18,14.66,14.93,118,0.438,0.00,0.00,551,610,5,52,8.98,-10.12,176,21.90,0.02,1.000,1.56,17.19,15.16,7.5,14.50,181,29.50,1.21,37,1.44,2840,10.2,5.49,0
3.072,0.18,14.66,14.93,118,0.438,0.00,0.00,560,610,5,52,9.00,-10.16,176,21.89,0.06,1.000,2.34,17.19,15.19,7.5,14.50,181,29.50,1.21,37,1.44,2841,10.2,5.49,0
3.102,0.18,14.66,14.93,118,0.438,0.00,0.00,586,610,5,52,9.03,-10.17,176,21.58,0.09,1.000,2.34,17.19,15.16,7.5,14.50,181,29.50,1.21,37,1.44,2842,10.2,5.49,0
3.106,0.18,14.66,14.93,118,0.438,0.00,0.00,567,610,5,52,9.05,-10.13,176,21.29,0.06,1.000,2.34,17.19,15.27,7.5,14.50,181,29.50,1.21,37,1.42,2840,10.2,5.49,0
3.121,0.18,14.66,14.93,118,0.438,0.00,0.00,559,610,5,52,9.06,-10.06,176,21.00,-0.02,1.000,2.34,17.19,15.27,7.5,14.50,181,29.50,1.21,37,1.42,2838,10.2,5.49,0
3.147,0.18,14.66,14.93,118,0.438,0.00,0.00,557,610,5,52,9.06,-9.98,176,21.31,-0.12,1.000,2.34,17.19,15.30,7.5,14.50,181,29.50,1.21,37,1.42,2837,10.2,5.49,0
3.168,0.18,14.66,14.93,118,0.438,0.00,0.00,618,610,5,52,9.04,-9.88,176,21.66,-0.20,1.000,3.12,17.19,15.33,7.5,14.50,181,29.50,1.21,37,1.36,2830,10.2,5.49,0
3.192,0.18,14.66,14.93,118,0.438,0.00,0.00,650,610,5,52,9.01,-10.03,176,22.29,-0.12,1.000,3.12,17.19,15.34,7.8,14.50,181,29.50,1.21,37,1.36,2829,10.2,5.49,0
3.212,0.18,14.66,14.93,118,0.438,0.00,0.00,601,610,5,52,9.00,-10.16,176,22.89,0.06,1.000,3.12,17.19,15.39,7.8,14.50,181,29.50,1.21,37,1.36,2829,10.2,5.49,0
3.226,0.18,14.66,14.93,118,0.438,0.00,0.00,574,610,5,52,9.00,-10.21,176,23.50,0.17,1.000,3.91,17.19,15.42,7.8,14.50,181,29.50,1.21,37,1.38,2830,10.2,5.49,0
3.260,0.18,14.66,14.93,118,0.438,0.00,0.00,556,610,5,52,9.05,-10.12,176,25.91,0.29,1.000,3.91,17.19,15.36,8.2,14.50,181,29.50,1.21,37,1.38,2832,10.2,5.49,0
3.279,0.18,14.66,14.93,118,0.438,0.00,0.00,564,610,5,52,9.10,-10.09,176,26.83,0.37,1.000,3.91,17.19,15.38,8.6,14.50,181,29.50,1.21,37,1.42,2833,11.0,5.49,0
3.303,0.19,14.66,14.93,118,0.438,0.00,0.00,602,610,5,52,9.29,-9.98,176,29.52,0.46,1.000,3.91,17.19,15.34,9.0,14.50,181,29.50,1.81,37,1.48,2835,11.4,5.49,0
3.324,0.19,14.66,14.93,118,0.438,0.00,0.00,594,610,5,52,9.49,-9.80,176,29.86,0.39,1.000,3.91,17.19,15.37,9.4,14.50,181,29.50,1.81,37,1.48,2834,11.4,5.49,0
3.343,0.19,14.66,14.93,118,0.438,0.00,0.00,626,610,5,52,9.67,-9.67,176,30.18,0.23,1.000,3.91,17.19,15.31,9.4,14.50,181,29.50,1.81,37,1.56,2832,11.4,5.49,0
3.363,0.21,14.66,14.93,118,0.438,0.00,0.00,639,610,5,52,9.85,-9.70,176,30.20,0.19,1.000,3.91,17.19,15.31,9.4,14.50,181,29.50,1.81,37,1.56,2830,11.4,5.49,0
3.378,0.21,14.66,14.93,118,0.438,0.00,0.00,612,610,5,52,9.97,-9.74,176,30.20,0.25,1.000,3.91,17.19,15.33,9.4,14.50,181,29.50,1.81,37,1.56,2830,11.4,5.49,0
3.407,0.21,14.66,14.87,118,0.438,0.00,0.00,565,610,5,52,10.11,-9.79,176,31.75,0.33,1.000,3.91,17.19,15.28,9.8,14.50,181,29.50,1.81,37,1.56,2830,11.4,5.49,0
3.420,0.21,14.66,14.87,118,0.438,0.00,0.00,583,610,5,52,10.20,-9.86,176,38.55,0.50,1.000,3.91,17.19,15.27,10.2,14.50,181,29.50,1.81,37,1.56,2829,11.4,5.49,0
3.445,0.21,14.66,14.87,118,0.438,0.00,0.00,607,610,5,52,10.34,-9.79,176,45.51,1.43,1.000,4.69,17.19,15.24,10.6,14.50,181,29.50,1.81,37,1.54,2827,12.2,5.49,0
3.473,0.22,14.66,14.87,118,0.438,0.00,0.00,633,610,5,52,10.73,-9.54,176,73.61,2.50,1.000,4.69,17.19,15.22,12.2,14.50,181,29.50,1.81,37,1.54,2829,12.2,5.49,0
3.496,0.23,14.66,14.76,118,0.438,0.00,0.00,643,610,5,52,12.05,-8.95,176,94.61,3.65,1.000,4.69,17.19,15.17,13.3,14.50,181,29.50,1.81,37,1.64,2831,16.1,5.49,0
3.509,0.27,14.66,14.70,118,0.438,0.00,0.00,629,610,5,52,14.01,-8.51,176,110.94,4.42,1.000,4.69,17.19,15.16,14.1,14.50,181,29.00,2.42,37,1.96,2833,20.9,5.49,0
3.541,0.32,14.66,14.64,118,0.438,0.00,0.00,599,610,5,52,16.56,-7.66,176,117.95,4.77,1.000,4.69,17.19,15.15,14.5,14.50,181,29.00,2.42,37,1.96,2836,20.9,5.49,0
3.555,0.40,14.66,14.64,118,0.438,0.00,0.00,708,730,5,52,20.16,-6.92,176,117.86,3.56,1.000,4.69,17.19,15.03,14.5,14.50,181,29.00,3.03,37,2.18,2843,20.1,5.49,0
3.579,0.45,14.65,14.64,118,0.438,0.00,0.00,722,810,5,52,21.63,-6.56,176,118.91,3.41,1.000,4.69,17.19,14.92,14.5,14.50,181,29.00,3.03,37,2.18,2851,20.1,5.49,0
3.609,0.45,14.70,14.64,118,0.438,0.00,0.00,844,889,5,52,22.45,-6.39,176,117.60,3.13,1.000,3.91,17.19,14.82,14.5,14.50,181,28.50,3.65,37,2.10,2855,20.5,5.49,0
3.623,0.49,14.70,14.70,118,0.438,0.00,0.00,960,942,5,52,23.77,-6.00,176,120.93,2.91,1.000,3.12,17.19,14.71,14.9,14.50,181,28.50,3.67,37,2.18,2866,20.9,5.49,0
3.643,0.50,14.70,14.70,118,0.438,0.00,0.00,1078,942,5,52,24.28,-5.67,176,124.45,2.79,1.000,3.12,17.19,14.59,14.9,14.50,181,28.50,3.67,37,2.18,2869,20.9,5.49,0
3.677,0.52,14.70,14.70,118,0.438,0.00,0.00,1052,995,5,52,24.88,-4.79,176,124.50,2.63,1.000,3.12,17.19,14.48,14.9,14.50,181,28.50,3.67,37,2.18,2865,20.9,5.49,0
3.690,0.53,14.70,14.70,118,0.438,0.00,0.00,1152,995,5,52,25.43,-4.12,176,124.62,1.73,1.000,2.34,17.19,14.32,14.9,14.50,181,28.00,3.67,37,2.20,2855,21.3,5.49,0
3.708,0.53,14.70,14.70,118,0.438,0.00,0.00,1219,1062,5,52,25.65,-4.07,176,124.65,1.24,1.000,1.56,17.19,14.24,14.9,14.50,181,27.50,3.65,37,2.18,2852,21.3,5.49,0
3.725,0.54,14.70,14.70,118,0.438,0.00,0.00,1167,1062,5,52,25.83,-3.86,176,125.79,1.16,1.000,1.56,17.19,14.11,14.9,14.50,181,27.50,3.65,37,2.18,2851,21.3,5.49,0
3.759,0.54,14.70,14.70,118,0.438,0.00,0.00,1182,1062,5,52,26.05,-3.80,176,137.05,1.47,1.000,0.00,17.19,14.01,15.7,14.50,181,27.00,3.65,37,2.14,2857,21.7,5.49,0
3.785,0.54,14.70,14.70,118,0.438,0.00,0.00,1125,1062,5,52,26.26,-3.78,176,139.24,1.93,1.000,0.00,17.19,14.03,15.7,14.50,181,27.00,3.65,37,2.14,2859,21.7,5.49,0
3.800,0.54,14.70,14.70,118,0.438,0.00,0.00,1164,1062,5,54,26.38,-3.79,176,144.86,2.31,1.000,0.00,17.19,14.12,16.1,14.50,181,27.00,3.05,37,2.14,2861,22.0,5.49,0
3.818,0.54,14.70,14.70,118,0.438,0.00,0.00,1203,1062,5,54,26.56,-3.78,176,144.86,2.30,1.000,0.00,17.19,14.22,16.1,14.50,181,27.00,3.05,37,2.14,2860,22.0,5.49,0
3.842,0.56,14.70,14.70,118,0.438,0.00,0.00,1189,1115,5,54,26.80,-3.62,176,147.15,2.29,1.000,0.00,17.19,14.36,16.1,14.50,181,27.00,3.05,37,2.20,2861,22.0,5.49,0
3.866,0.56,14.70,14.70,118,0.438,0.00,0.00,1149,1115,5,54,27.01,-3.26,176,149.46,2.13,1.000,0.00,17.19,14.55,16.5,14.50,181,27.00,3.05,37,2.20,2860,22.0,5.49,0
3.891,0.56,14.70,14.70,118,0.438,0.00,0.00,1250,1115,5,54,27.20,-3.09,176,150.56,1.99,1.000,1.56,17.19,14.67,16.5,14.50,181,27.00,3.66,37,2.22,2860,22.4,5.49,0
3.916,0.57,14.72,14.70,118,0.438,0.00,0.00,1219,1115,5,54,27.64,-2.58,176,153.91,1.71,0.756,1.56,17.19,14.85,16.5,14.50,181,23.50,3.67,37,2.22,2864,22.8,5.49,0
3.940,0.58,14.72,14.70,118,0.438,0.00,0.00,1214,1168,5,54,28.30,-2.36,176,161.78,2.00,0.696,1.56,17.19,15.20,16.9,14.50,181,23.50,3.67,37,2.22,2870,22.8,5.49,0
3.960,0.59,14.72,14.70,118,0.438,0.00,0.00,1192,1168,5,54,28.59,-2.28,176,173.43,2.61,0.656,3.12,17.19,15.15,17.6,14.50,181,23.00,3.67,37,2.20,2869,24.0,5.49,0
3.973,0.59,14.72,14.70,118,0.438,0.00,0.00,1220,1168,5,54,28.79,-2.28,176,178.07,2.61,0.616,3.12,17.19,15.03,18.4,14.50,181,23.00,3.67,37,2.20,2867,24.0,5.49,0
3.998,0.61,14.72,14.70,118,0.438,0.00,0.00,1248,1168,5,54,29.24,-2.18,176,192.23,3.13,0.414,3.12,17.19,15.02,18.8,14.50,181,22.50,3.67,37,2.22,2869,24.8,5.49,0
4.012,0.61,14.73,14.70,118,0.438,0.00,0.00,1289,1221,5,54,29.63,-2.01,176,195.78,3.98,0.374,3.12,17.19,14.91,18.8,14.50,181,22.50,3.67,37,2.22,2870,24.8,5.49,0
4.044,0.62,14.73,14.70,118,0.438,0.00,0.00,1312,1221,5,54,30.29,-1.73,176,195.71,3.73,0.057,3.12,17.19,14.85,18.8,14.50,181,20.00,3.68,37,2.28,2875,25.6,5.49,0
4.071,0.63,14.73,14.70,118,0.438,0.00,0.00,1305,1274,5,54,31.01,-1.46,176,195.61,3.37,0.000,3.12,17.19,14.73,19.2,14.50,181,20.00,3.68,37,2.28,2885,25.6,5.49,0
4.088,0.65,14.70,14.70,118,0.438,0.00,0.00,1345,1274,5,54,31.42,-1.16,176,197.56,3.25,0.030,2.34,17.19,14.84,19.2,14.50,181,18.00,3.69,37,2.30,2898,25.6,5.49,0
4.116,0.65,14.70,14.70,118,0.438,0.00,0.00,1336,1274,5,54,31.51,-0.97,176,199.86,3.10,0.050,3.12,17.19,15.05,19.2,14.50,181,19.00,3.71,37,2.30,2898,26.0,5.49,0
4.137,0.65,14.70,14.70,118,0.438,0.00,0.00,1379,1274,5,54,31.75,-0.81,176,205.48,3.22,0.070,3.12,17.19,15.16,19.6,14.50,181,19.00,3.71,37,2.30,2898,26.0,5.49,0
4.161,0.67,14.69,14.64,118,0.438,0.00,0.00,1386,1340,5,54,32.46,-0.66,176,212.29,3.55,0.100,3.91,17.19,15.19,20.0,14.50,181,19.50,3.70,37,2.32,2888,27.6,6.27,0
4.175,0.69,14.67,14.64,118,0.438,0.00,0.00,1375,1340,5,54,33.09,-0.60,176,213.26,3.57,0.120,3.91,17.19,15.12,20.0,14.50,181,19.50,3.70,37,2.32,2885,27.6,6.27,0
4.192,0.69,14.66,14.64,118,0.438,0.00,0.00,1361,1393,5,54,33.63,-0.54,176,216.85,3.74,0.307,4.69,17.19,14.97,20.4,14.50,181,19.00,4.31,37,2.34,2885,28.0,7.06,0
4.225,0.70,14.66,14.64,118,0.438,0.00,0.00,1467,1393,5,54,34.21,-0.47,176,223.12,3.74,0.327,4.69,17.19,14.90,20.8,14.50,181,19.00,4.31,37,2.34,2891,28.0,7.06,0
4.228,0.71,14.64,14.64,118,0.438,0.00,0.35,1403,1447,5,54,34.66,-0.40,176,226.75,4.08,0.337,3.91,17.19,14.74,21.2,14.50,181,19.00,4.32,37,2.34,2893,30.3,8.63,0
4.252,0.72,14.61,14.59,118,0.438,0.00,0.35,1467,1447,5,54,35.73,-0.34,176,233.93,4.83,0.718,3.91,17.19,14.46,21.6,14.50,181,19.00,4.32,37,2.34,2896,30.3,8.63,0
4.280,0.74,14.61,14.59,118,0.438,0.00,0.35,1456,1500,5,54,36.19,-0.32,176,236.53,4.83,0.754,2.34,17.19,14.29,21.6,14.50,181,21.00,4.33,37,2.38,2900,30.3,10.20,0
4.293,0.75,14.57,14.59,118,0.438,0.00,0.35,1487,1500,5,54,36.55,-0.34,176,237.35,5.14,0.774,2.34,17.19,14.26,21.6,14.50,181,21.00,4.33,37,2.38,2902,30.3,10.20,0
4.317,0.75,14.57,14.53,118,0.438,0.00,0.35,1531,1500,5,54,36.75,-0.35,176,235.55,5.14,0.794,1.56,17.19,14.24,21.6,14.50,181,21.00,4.34,37,2.46,2901,30.3,10.59,0
4.343,0.76,14.55,14.53,118,0.438,0.00,0.35,1508,1566,5,54,37.27,-0.27,176,235.50,4.91,0.814,1.56,17.19,14.23,21.6,14.50,181,21.00,4.34,37,2.46,2903,30.3,10.59,0
4.366,0.78,14.54,14.53,118,0.438,0.00,0.35,1540,1566,5,54,37.84,-0.13,176,235.51,4.78,0.834,1.56,17.19,14.23,21.6,14.50,181,21.00,4.34,37,2.52,2902,29.9,10.59,0
4.403,0.79,14.54,14.53,118,0.438,0.00,0.35,1553,1619,5,54,38.48,0.07,176,235.44,4.64,0.874,1.56,17.19,14.22,21.6,14.50,181,20.50,4.96,37,2.50,2905,28.3,10.59,0
4.418,0.79,14.70,14.70,118,0.438,0.00,0.35,1634,1619,5,54,38.30,0.11,176,232.85,4.31,0.894,1.56,17.19,14.24,21.6,14.50,181,20.50,4.96,37,2.50,2903,28.3,10.59,0
4.444,0.79,14.70,14.70,118,0.438,0.00,0.35,1562,1619,5,54,38.49,0.24,176,228.28,4.31,0.914,0.78,17.19,14.31,21.2,14.50,181,20.50,4.34,37,2.48,2904,28.0,10.20,0
4.456,0.79,14.70,14.70,118,0.438,0.00,0.35,1630,1619,5,54,39.03,0.40,176,222.00,3.14,0.934,0.78,17.19,14.31,20.8,14.50,181,20.50,4.34,37,2.48,2904,28.0,10.20,0
4.484,0.80,14.69,14.70,118,0.438,0.00,0.35,1582,1619,5,54,39.29,0.54,176,215.71,2.56,0.954,0.78,17.19,14.34,20.0,14.50,181,20.50,4.95,37,2.46,2899,27.2,8.63,0
4.495,0.81,14.69,14.70,118,0.438,0.00,0.35,1639,1619,5,54,39.54,0.47,176,215.70,2.63,0.984,0.78,17.19,14.46,20.4,14.50,181,20.50,4.95,37,2.46,2901,27.2,8.63,0
4.522,0.81,14.69,14.64,118,0.438,0.00,0.35,1575,1619,5,54,39.55,0.33,176,217.54,2.89,0.994,0.78,17.19,14.45,20.4,14.50,181,20.50,4.95,37,2.44,2900,26.8,7.45,0
4.537,0.81,14.69,14.64,118,0.438,0.00,0.35,1536,1619,5,54,39.63,0.17,176,221.20,3.31,1.000,0.78,17.19,14.50,20.4,14.50,181,20.50,4.95,37,2.44,2896,26.8,7.45,0
4.562,0.81,14.69,14.64,118,0.438,0.00,0.35,1600,1619,5,54,39.82,0.05,176,226.70,3.82,1.000,0.78,17.19,14.53,20.8,14.50,181,21.00,4.94,37,2.46,2893,27.6,8.24,0
4.578,0.83,14.69,14.64,118,0.438,0.00,0.35,1538,1619,5,54,40.41,0.03,176,229.45,4.12,1.000,0.78,17.19,14.58,21.2,14.50,181,21.00,4.94,37,2.46,2893,27.6,8.24,0
4.602,0.84,14.68,14.64,118,0.438,0.00,0.35,1656,1672,5,54,40.87,0.05,176,232.19,4.36,1.000,0.78,17.19,14.63,21.2,14.50,181,21.00,4.93,37,2.52,2891,28.0,9.41,0
4.616,0.85,14.68,14.64,118,0.438,0.00,0.35,1637,1672,5,54,41.41,0.13,176,231.35,4.23,1.000,0.78,17.19,14.64,21.2,14.50,181,21.00,4.93,37,2.52,2889,28.0,9.41,0
4.635,0.85,14.68,14.64,118,0.438,0.00,0.35,1672,1672,5,54,41.86,0.17,176,230.44,4.07,1.000,1.56,17.19,14.69,21.2,14.50,181,19.50,4.93,37,2.58,2887,28.0,9.80,0
4.659,0.87,14.67,14.64,118,0.438,0.00,0.35,1751,1672,5,54,42.37,0.37,176,231.28,3.94,1.000,1.56,17.19,14.70,21.2,14.50,181,19.50,4.93,37,2.58,2893,28.0,9.80,0
4.683,0.88,14.67,14.64,118,0.438,0.00,0.35,1672,1672,5,54,42.72,0.62,176,236.66,3.94,1.000,1.56,17.19,14.69,21.6,14.50,181,19.00,4.94,37,2.62,2893,28.0,9.80,0
4.709,0.88,14.67,14.64,118,0.438,0.00,0.35,1751,1672,5,54,42.99,0.83,176,244.80,4.57,1.000,1.56,17.19,14.61,22.4,14.50,181,19.00,4.94,37,2.62,2893,28.0,9.80,0
4.716,0.89,14.67,14.64,118,0.438,0.00,0.35,1682,1725,5,54,43.59,1.21,176,250.25,4.63,1.000,1.56,17.19,14.61,22.7,14.50,181,18.50,4.94,37,2.62,2894,30.7,14.12,0
4.731,0.91,14.66,14.64,118,0.438,0.00,0.35,1733,1725,5,54,44.70,1.68,176,253.88,4.63,1.000,1.56,17.19,14.50,22.7,14.50,181,18.50,4.94,37,2.62,2894,30.7,14.12,0
4.759,0.93,14.66,14.64,118,0.438,0.00,0.35,1795,1778,5,54,45.83,2.07,176,259.24,4.45,1.000,0.78,17.19,14.50,23.1,14.50,181,17.50,5.56,37,2.66,2896,32.3,15.29,0
4.773,0.96,14.66,14.64,118,0.438,0.00,0.35,1803,1778,5,54,47.03,2.39,176,273.65,5.34,1.000,0.78,17.19,14.50,24.3,14.50,181,17.50,5.56,37,2.66,2899,32.3,15.29,0
4.795,0.98,14.66,14.64,118,0.438,0.00,0.35,1845,1831,5,54,48.14,2.51,176,287.94,5.34,1.000,0.78,17.19,14.58,25.5,14.50,181,16.50,5.57,37,2.68,2908,57.9,18.82,0
4.809,1.03,14.66,14.64,118,0.438,0.00,0.35,1762,1911,5,54,52.37,3.50,176,300.88,6.23,1.000,0.78,17.19,14.59,27.5,14.50,181,16.50,5.57,37,2.68,2912,57.9,18.82,0
4.839,1.09,14.66,14.64,118,0.438,0.00,0.35,1853,1911,5,54,53.75,3.72,176,305.55,6.74,1.000,0.78,17.19,14.62,28.6,14.50,181,13.00,5.60,37,2.76,2924,100.0,23.53,0
4.852,1.11,14.66,14.64,118,0.438,0.00,0.35,1833,1911,5,54,55.70,4.10,176,317.62,8.40,1.000,0.78,17.19,14.71,29.4,14.50,181,13.00,5.60,37,2.76,2932,100.0,23.53,0
4.874,1.12,14.66,14.64,118,0.438,0.00,0.35,1977,1911,5,54,56.90,4.16,176,315.91,8.40,1.000,1.56,17.19,14.78,29.0,14.50,181,13.00,6.27,37,2.72,2947,100.0,26.27,0
4.889,1.15,14.65,14.64,118,0.438,0.00,0.35,1849,1911,5,54,57.37,4.29,176,314.91,7.81,1.000,1.56,17.19,14.86,29.0,14.50,181,13.00,6.27,37,2.72,2944,100.0,26.27,0
4.921,1.19,14.65,14.64,118,0.438,0.00,0.35,1911,1911,5,54,58.75,4.48,176,314.36,7.55,1.000,2.34,17.19,14.87,29.0,14.50,181,12.50,6.28,37,2.82,2942,100.0,25.88,0
4.935,1.19,14.65,14.64,118,0.438,0.00,0.35,1830,1911,5,54,59.39,4.75,176,313.89,7.31,1.000,2.34,17.19,14.89,29.0,14.50,181,12.50,6.28,37,2.82,2935,100.0,25.88,0
4.949,1.23,14.65,14.64,118,0.438,0.00,0.35,1890,1911,5,54,61.45,4.82,176,312.79,7.31,1.000,2.34,17.19,14.90,28.6,14.50,181,11.50,6.88,37,2.96,2938,100.0,25.88,0
4.963,1.25,14.65,14.64,118,0.438,0.00,0.35,1888,1911,5,54,62.61,5.00,176,311.70,7.00,1.000,2.34,17.19,14.98,28.6,14.50,181,11.50,6.88,37,2.96,2937,100.0,25.88,0
4.991,1.28,14.65,14.64,118,0.438,0.00,0.35,1805,1911,5,54,63.62,5.22,176,311.68,6.68,1.000,3.12,17.19,14.83,28.6,14.50,181,10.50,6.89,37,3.10,2941,100.0,25.49,0
5.008,1.31,14.65,14.64,118,0.438,0.00,0.35,1864,1911,5,54,64.87,5.45,176,311.18,6.47,1.000,3.12,17.19,14.83,28.6,14.50,181,10.50,6.89,37,3.10,2937,100.0,25.49,0
5.029,1.31,14.62,14.59,118,0.438,0.00,0.35,1838,1911,5,54,65.90,5.69,176,310.60,6.16,1.000,2.34,14.84,14.75,28.6,14.50,181,9.50,7.52,37,3.18,2942,100.0,25.10,0
5.055,1.34,14.62,14.59,118,0.438,0.00,0.35,1928,1911,5,54,66.06,6.02,176,309.58,5.87,1.000,2.34,14.84,14.82,28.2,14.50,181,9.50,7.52,37,3.18,2937,100.0,25.10,0
5.080,1.38,14.52,14.47,118,0.438,0.00,0.35,1788,1911,5,54,68.53,6.29,176,306.33,5.26,1.000,3.12,11.72,14.74,27.8,14.50,181,8.50,7.52,37,3.26,2941,100.0,24.71,0
5.099,1.45,14.32,14.42,118,0.438,0.00,0.35,1904,1911,5,54,70.96,7.06,176,295.69,3.42,1.000,3.12,11.72,14.75,26.7,14.50,181,8.50,7.52,37,3.26,2938,100.0,24.71,0
5.113,1.46,14.18,14.31,118,0.438,0.00,0.35,1909,1911,5,54,71.69,7.20,176,290.34,2.08,1.000,3.91,9.38,14.88,25.5,14.50,181,7.00,8.15,37,3.24,2943,100.0,23.53,0
5.138,1.50,13.90,14.15,118,0.438,0.00,0.35,1831,1911,5,54,72.63,7.48,176,285.05,1.30,1.000,3.91,9.38,14.98,25.5,14.50,181,7.00,8.15,37,3.24,2936,100.0,23.53,0
5.165,1.53,13.76,13.89,118,0.438,0.00,0.35,1961,1911,5,52,75.87,7.85,176,284.43,0.88,1.000,6.25,7.81,14.91,25.5,14.50,181,6.00,8.15,37,3.22,2940,63.8,19.61,0
5.183,1.56,13.76,13.73,118,0.438,0.00,0.35,1929,1911,5,52,78.32,8.39,176,286.40,0.60,1.000,7.03,6.25,14.74,25.5,14.50,181,3.50,8.80,37,3.16,2946,69.3,19.22,0
5.206,1.58,13.49,13.44,118,0.438,0.00,0.35,1819,1911,5,52,79.38,8.79,176,290.10,0.56,1.000,7.03,6.25,14.66,25.9,14.50,181,3.50,8.80,37,3.16,2948,69.3,19.22,0
5.225,1.63,13.40,13.39,118,0.438,0.00,0.35,1992,1911,5,52,81.16,9.26,176,295.05,0.46,1.000,7.81,5.47,14.31,26.7,14.50,181,3.00,8.79,37,3.14,2942,97.2,20.39,0
5.247,1.67,13.26,13.25,118,0.438,0.00,0.35,1814,1911,5,52,82.37,9.65,176,301.48,0.49,1.000,7.81,5.47,14.39,27.5,14.50,181,3.00,8.79,37,3.14,2943,97.2,20.39,0
5.264,1.69,13.22,13.20,118,0.438,0.00,0.35,2001,1911,5,52,84.13,9.98,176,313.80,1.23,1.000,8.59,4.69,14.15,29.0,14.50,181,2.00,10.07,37,3.10,2950,100.0,23.14,0
5.286,1.71,13.10,13.07,118,0.438,0.00,0.35,1863,1911,5,52,85.42,10.23,176,323.34,2.76,1.000,8.59,4.69,14.09,30.2,14.50,181,2.00,10.07,37,3.10,2959,100.0,23.14,0
5.310,1.75,13.03,13.02,118,0.438,0.00,0.35,1966,1911,5,52,85.91,10.47,176,325.00,2.99,1.000,7.81,3.91,13.73,31.4,14.50,181,2.00,10.72,37,3.08,2961,100.0,27.45,0
5.324,1.77,12.96,12.93,118,0.438,0.00,0.35,1856,1911,5,52,88.03,10.74,176,325.11,2.82,1.000,7.81,3.91,13.78,31.4,14.50,181,2.00,10.72,37,3.08,2966,100.0,27.45,0
5.348,1.80,12.88,12.84,118,0.438,0.00,0.35,1964,1911,5,52,88.92,11.05,176,325.56,2.58,1.000,8.59,3.91,13.62,31.8,14.50,181,1.50,10.12,37,3.12,2957,100.0,27.45,0
5.379,1.80,12.81,12.80,118,0.438,0.00,0.35,1822,1911,5,52,90.23,11.36,176,326.24,2.31,1.000,8.59,3.91,13.76,32.2,14.50,181,1.50,10.12,37,3.12,2964,100.0,27.45,0
5.396,1.84,12.70,12.71,118,0.438,0.00,0.35,1857,1911,5,52,91.45,11.81,176,326.90,1.85,1.000,9.38,3.91,13.70,32.5,14.50,181,1.00,10.76,37,3.16,2966,100.0,27.06,0
5.420,1.85,12.70,12.67,118,0.438,0.00,0.35,1978,1911,5,52,93.24,11.97,176,326.90,1.85,1.000,9.38,3.91,13.85,32.5,14.50,181,1.00,10.76,37,3.16,2980,100.0,27.06,0
5.433,1.87,12.58,12.63,118,0.438,0.00,0.35,1853,1911,5,52,93.49,12.37,176,326.90,1.45,1.000,10.94,3.91,13.61,32.5,14.50,181,1.00,11.45,37,3.22,2980,100.0,26.67,0
5.456,1.89,12.58,12.54,118,0.438,0.00,0.35,1978,1911,5,52,96.39,12.52,176,326.80,1.45,1.000,10.94,3.91,13.68,32.2,14.50,181,1.00,11.45,37,3.22,2983,100.0,26.67,0
5.472,1.91,12.44,12.50,118,0.438,0.00,0.35,1934,1911,5,52,96.00,12.99,176,326.80,0.84,1.000,10.94,3.91,13.36,32.2,14.50,181,0.50,11.47,37,3.26,2978,100.0,26.27,0
5.501,1.94,12.44,12.42,118,0.438,0.00,0.35,1956,1911,5,52,98.49,13.15,176,326.80,0.84,1.000,10.94,3.91,13.55,32.2,14.50,181,0.50,11.47,37,3.26,2980,100.0,26.27,0
5.524,1.98,12.23,12.30,118,0.438,0.00,0.35,1865,1911,5,52,98.27,13.56,176,326.80,0.23,1.000,11.72,3.91,13.36,32.2,14.50,181,0.00,12.09,37,3.32,2970,100.0,25.88,0
5.532,1.97,12.23,12.18,118,0.438,0.00,0.35,1914,1911,5,52,100.19,13.66,176,326.68,0.23,1.000,11.72,3.91,13.42,32.2,14.50,181,0.00,12.09,37,3.32,2988,100.0,25.88,0
5.566,2.00,12.19,12.14,118,0.438,0.00,0.35,1961,1911,5,52,101.90,13.92,176,326.80,0.00,1.000,12.50,3.91,13.29,32.2,14.50,181,0.00,12.75,37,3.36,2988,100.0,25.88,0
5.580,2.07,12.05,12.10,118,0.438,0.00,0.00,1951,1911,5,52,103.47,14.31,176,326.80,-0.48,1.000,12.50,3.91,13.32,32.2,14.50,181,0.00,12.75,37,3.36,2997,100.0,25.88,0
